id,start_ver,end_ver,num,days,lambda,total_num,CDF
393,582,311,229,39,0.01122549,206402,0.232801714
553,230,335,229,39,0.01122549,206631,0.233060005
1033,80,236,228,39,0.011176471,206859,0.233317167
530,311,9,228,39,0.011176471,207087,0.233574329
451,331,393,228,39,0.011176471,207315,0.233831491
698,335,558,228,39,0.011176471,207543,0.234088653
1047,48,471,227,39,0.011127451,207770,0.234344688
505,331,397,227,39,0.011127451,207997,0.234600722
640,236,394,227,39,0.011127451,208224,0.234856756
661,473,348,227,38,0.011127451,208451,0.23511279
464,335,48,227,38,0.011127451,208678,0.235368825
542,314,443,226,39,0.011078431,208904,0.235623731
524,473,379,226,39,0.011078431,209130,0.235878637
546,443,353,226,39,0.011078431,209356,0.236133544
989,80,230,226,39,0.011078431,209582,0.23638845
920,354,310,226,39,0.011078431,209808,0.236643357
870,236,498,226,39,0.011078431,210034,0.236898263
557,311,354,226,38,0.011078431,210260,0.237153169
668,77,398,225,39,0.011029412,210485,0.237406948
550,311,335,225,39,0.011029412,210710,0.237660726
678,27,708,225,38,0.011029412,210935,0.237914505
555,335,50,224,39,0.010980392,211159,0.238167155
694,335,107,224,39,0.010980392,211383,0.238419806
765,250,380,224,39,0.010980392,211607,0.238672457
923,27,427,224,39,0.010980392,211831,0.238925107
473,236,529,224,38,0.010980392,212055,0.239177758
459,314,334,224,38,0.010980392,212279,0.239430408
