,re_lam_s_d,ab_lam_s_d,re_lam_n_a,ab_lam_n_a,re_lam_s,ab_lam_s,re_P_s_1,ab_P_s_1,re_P_s_e,ab_P_s_e,re_P_n_0,ab_P_n_0
38,0.10777478932140516,0.0005053928998399598,0.10777478932140516,0.00015593404649512973,0.020230936129025986,0.015170434665387367,0.021091221475908285,0.006008916786137908,0.12279537957868115,0.0009290215056123388,0.018533244525222224,0.008913009503800917
39,0.1108972122910652,0.00045287571499463483,0.1108972122910652,0.0001422690922410477,0.019063345925311604,0.0146552010406229,0.01930472430038485,0.005458193905490738,0.10777478932140518,0.0008660698297598655,0.018189069266826587,0.008575973796134728
40,0.09324421575267079,0.0004353804355934597,0.09324421575267079,0.0001330781718964849,0.018402076537651968,0.013948880483640291,0.018208133826610223,0.005264308894501135,0.1108972122910653,0.0007856269636867252,0.016840999471682407,0.008121366851206346
41,0.0990920600737122,0.00041178510672570945,0.0990920600737122,0.00012659505778785714,0.016484948002617728,0.012821836162316247,0.017560815858142533,0.005011517832466339,0.0932442157526708,0.0007531563817176831,0.01558145390087264,0.007414288766413257
42,0.08456051145473951,0.0003753584044928482,0.08456051145473951,0.00011714354243908074,0.01581274783313631,0.012160549720359626,0.015734760597504446,0.004613714537705649,0.09909206007371221,0.000707973939816569,0.014491220281219339,0.006999892447372202
43,0.08565813617896079,0.00035404482905886797,0.08565813617896079,0.00010892937395939276,0.01473251176435027,0.011554555526390065,0.015080282285633389,0.0043742462144809036,0.0845605114547396,0.0006496041185305342,0.0138759994259135,0.006625209363146478
44,0.07527353020926603,0.00033482079305878834,0.07527353020926603,0.00010290354107367252,0.013793236627426812,0.010725423441151127,0.014060477676363254,0.004155589129317905,0.08565813617896079,0.0006128198307523043,0.01259749208002635,0.00611410657988809
45,0.07634360983927342,0.0003086028267012056,0.07634360983927342,9.577394646940497e-05,0.012732502815617107,0.010083921897191317,0.013150656496330205,0.003862100584807404,0.07527353020926603,0.0005772951377108378,0.0119368710666389,0.005724553013273015
46,0.06627297079838401,0.00028870820344940526,0.06627297079838401,8.908707727988893e-05,0.012161957387300679,0.009544309307933041,0.012145024248050857,0.0036311546028356956,0.07634360983927345,0.0005335315492425476,0.011108864197868542,0.0053990023665791975
47,0.0669130960542801,0.0002721094722106486,0.0669130960542801,8.36694986671516e-05,0.011165764098752704,0.008908823033265012,0.01159436211323518,0.0034368032739996446,0.06627297079838408,0.000499883611459178,0.010414922179104103,0.005017953590309876
48,0.05912273460784112,0.00025269089681267953,0.05912273460784112,7.815867392376406e-05,0.01053507186850691,0.00834763195117394,0.010648415546347373,0.003210032747071656,0.06691309605428021,0.0004699097900974017,0.009613737083672236,0.00468332301347596
49,0.05857954766823822,0.0002356636800215743,0.05857954766823822,7.273249743541994e-05,0.009800254413940713,0.007870396271923541,0.010040383286481495,0.0030089564811058844,0.05912273460784121,0.00043689761485271594,0.00911435649149913,0.0044028334497527855
