id,pair_id,class,description,block,length,head_ver,tail_ver,polyline
763,764.0,1,二级route 84's segment,[1],208.8794175274768,451,452,"[[110.28767100000006, 20.018047600000056], [110.28767100000006, 20.018047600000056], [110.28756910000006, 20.01791590000006], [110.28739700000007, 20.017891900000063], [110.28671510000005, 20.017874000000074], [110.28658760000003, 20.017844000000036], [110.28665400000007, 20.017498200000045], [110.28673180000006, 20.017068000000062]]"
764,763.0,1,二级route 84's segment,[1],208.8794175274768,452,451,"[[110.28673180000006, 20.017068000000062], [110.28665400000007, 20.017498200000045], [110.28658760000003, 20.017844000000036], [110.28671510000005, 20.017874000000074], [110.28739700000007, 20.017891900000063], [110.28756910000006, 20.01791590000006], [110.28767100000006, 20.018047600000056], [110.28767100000006, 20.018047600000056]]"
765,766.0,1,二级route 85's segment,[1],118.06280465246422,445,448,"[[110.29141550000004, 20.015569500000037], [110.29140442540807, 20.01663121332018]]"
766,765.0,1,二级route 85's segment,[1],118.06280465246422,448,445,"[[110.29140442540807, 20.01663121332018], [110.29141550000004, 20.015569500000037]]"
767,768.0,1,二级route 85's segment,[1],406.5964857735971,448,39,"[[110.29140442540807, 20.01663121332018], [110.29136730000006, 20.020190400000057], [110.29136730000006, 20.020287652434476]]"
768,767.0,1,二级route 85's segment,[1],406.5964857735971,39,448,"[[110.29136730000006, 20.020287652434476], [110.29136730000006, 20.020190400000057], [110.29140442540807, 20.01663121332018]]"
769,770.0,1,二级route 86's segment,[11],367.1284771498793,289,458,"[[110.29758020000004, 20.00130458652291], [110.29758020000004, 20.00136290000007], [110.29734170000008, 20.004598500000053]]"
770,769.0,1,二级route 86's segment,[11],367.1284771498793,458,289,"[[110.29734170000008, 20.004598500000053], [110.29758020000004, 20.00136290000007], [110.29758020000004, 20.00130458652291]]"
771,772.0,1,二级route 86's segment,[11],307.8456668673267,458,459,"[[110.29734170000008, 20.004598500000053], [110.29734170000008, 20.004598500000053], [110.29714840000004, 20.007222300000034], [110.29712870000004, 20.007359500000074]]"
772,771.0,1,二级route 86's segment,[11],307.8456668673267,459,458,"[[110.29712870000004, 20.007359500000074], [110.29714840000004, 20.007222300000034], [110.29734170000008, 20.004598500000053], [110.29734170000008, 20.004598500000053]]"
773,774.0,1,二级route 86's segment,[11],55.6301045074372,459,453,"[[110.29712870000004, 20.007359500000074], [110.29712870000004, 20.007359500000074], [110.29705750000007, 20.007855300000028]]"
774,773.0,1,二级route 86's segment,[11],55.6301045074372,453,459,"[[110.29705750000007, 20.007855300000028], [110.29712870000004, 20.007359500000074], [110.29712870000004, 20.007359500000074]]"
775,776.0,1,二级route 86's segment,[11],176.78425231901298,453,456,"[[110.29705750000007, 20.007855300000028], [110.29705750000007, 20.007855300000028], [110.29683140000004, 20.00943090000005]]"
776,775.0,1,二级route 86's segment,[11],176.78425231901298,456,453,"[[110.29683140000004, 20.00943090000005], [110.29705750000007, 20.007855300000028], [110.29705750000007, 20.007855300000028]]"
777,778.0,1,二级route 86's segment,[11],301.69504390079493,456,460,"[[110.29683140000004, 20.00943090000005], [110.29683140000004, 20.00943090000005], [110.29659080000006, 20.01110730000006], [110.29669700000007, 20.011285500000053], [110.29692460000008, 20.011421000000052], [110.29749280000006, 20.011603500000046]]"
778,777.0,1,二级route 86's segment,[11],301.69504390079493,460,456,"[[110.29749280000006, 20.011603500000046], [110.29692460000008, 20.011421000000052], [110.29669700000007, 20.011285500000053], [110.29659080000006, 20.01110730000006], [110.29683140000004, 20.00943090000005], [110.29683140000004, 20.00943090000005]]"
779,780.0,1,二级route 86's segment,[11],250.84533133906845,460,457,"[[110.29749280000006, 20.011603500000046], [110.29749280000006, 20.011603500000046], [110.29976460000007, 20.012333200000068]]"
780,779.0,1,二级route 86's segment,[11],250.84533133906845,457,460,"[[110.29976460000007, 20.012333200000068], [110.29749280000006, 20.011603500000046], [110.29749280000006, 20.011603500000046]]"
781,782.0,1,二级route 86's segment,[11],27.30269326550945,457,455,"[[110.29976460000007, 20.012333200000068], [110.29976460000007, 20.012333200000068], [110.30001186990756, 20.012412621629387]]"
782,781.0,1,二级route 86's segment,[11],27.30269326550945,455,457,"[[110.30001186990756, 20.012412621629387], [110.29976460000007, 20.012333200000068], [110.29976460000007, 20.012333200000068]]"
783,784.0,1,二级route 86's segment,[11],257.9545857860543,455,454,"[[110.30001186990756, 20.012412621629387], [110.30107440000008, 20.012753900000074], [110.30241970000004, 20.01279550000005]]"
784,783.0,1,二级route 86's segment,[11],257.9545857860543,454,455,"[[110.30241970000004, 20.01279550000005], [110.30107440000008, 20.012753900000074], [110.30001186990756, 20.012412621629387]]"
785,786.0,1,二级route 87's segment,[13],339.7155273362725,297,461,"[[110.30580069397219, 20.001259], [110.305911, 20.001259], [110.306293, 20.001337], [110.306762, 20.001463], [110.307626, 20.001727], [110.308108, 20.001871], [110.308624, 20.001988], [110.30875, 20.001997], [110.308932, 20.002014], [110.30893984041226, 20.00201444802356]]"
786,785.0,1,二级route 87's segment,[13],339.7155273362725,461,297,"[[110.30893984041226, 20.00201444802356], [110.308932, 20.002014], [110.30875, 20.001997], [110.308624, 20.001988], [110.308108, 20.001871], [110.307626, 20.001727], [110.306762, 20.001463], [110.306293, 20.001337], [110.305911, 20.001259], [110.30580069397219, 20.001259]]"
787,788.0,1,二级route 87's segment,[13],562.3384036025896,461,462,"[[110.30893984041226, 20.00201444802356], [110.309457, 20.002044], [110.309887, 20.002023], [110.31026, 20.001962], [110.310547, 20.001862], [110.310703, 20.001801], [110.310955, 20.001693], [110.311497, 20.001372], [110.312635, 20.000655], [110.313207, 20.000352], [110.313472, 20.000239], [110.313572, 20.000204], [110.31380691755592, 20.000172077405292]]"
788,787.0,1,二级route 87's segment,[13],562.3384036025896,462,461,"[[110.31380691755592, 20.000172077405292], [110.313572, 20.000204], [110.313472, 20.000239], [110.313207, 20.000352], [110.312635, 20.000655], [110.311497, 20.001372], [110.310955, 20.001693], [110.310703, 20.001801], [110.310547, 20.001862], [110.31026, 20.001962], [110.309887, 20.002023], [110.309457, 20.002044], [110.30893984041226, 20.00201444802356]]"
789,790.0,1,二级route 87's segment,[13],464.7072208080489,462,464,"[[110.31380691755592, 20.000172077405292], [110.313859, 20.000165], [110.314067, 20.000152], [110.315308, 20.000152], [110.315755, 20.000143], [110.316788, 20.000143], [110.317752, 20.000156], [110.31825314360194, 20.000156]]"
790,789.0,1,二级route 87's segment,[13],464.7072208080489,464,462,"[[110.31825314360194, 20.000156], [110.317752, 20.000156], [110.316788, 20.000143], [110.315755, 20.000143], [110.315308, 20.000152], [110.314067, 20.000152], [110.313859, 20.000165], [110.31380691755592, 20.000172077405292]]"
791,792.0,1,二级route 87's segment,[13],245.73749412942058,464,463,"[[110.31825314360194, 20.000156], [110.319158, 20.000156], [110.319835, 20.000156], [110.320195, 20.000156], [110.32058860000008, 20.000263700000072]]"
792,791.0,1,二级route 87's segment,[13],245.73749412942058,463,464,"[[110.32058860000008, 20.000263700000072], [110.320195, 20.000156], [110.319835, 20.000156], [110.319158, 20.000156], [110.31825314360194, 20.000156]]"
793,794.0,1,二级route 88's segment,[9],723.0211813664596,292,346,"[[110.29033240000008, 20.001302], [110.29033240000008, 20.001368100000047], [110.29111520000005, 20.002953900000033], [110.29114950000003, 20.003019000000062], [110.29140520000006, 20.00376060000003], [110.29159420000003, 20.004183700000066], [110.29170280000007, 20.00442190000008], [110.29172700000005, 20.004480500000067], [110.29212780000007, 20.005353600000046], [110.29248350000007, 20.00615800000004], [110.29261130000005, 20.006575800000075], [110.29267800000004, 20.006816000000025], [110.29277250000008, 20.007045800000025], [110.29286700000007, 20.00731510000004], [110.29286470000007, 20.007335200000067]]"
794,793.0,1,二级route 88's segment,[9],723.0211813664596,346,292,"[[110.29286470000007, 20.007335200000067], [110.29286700000007, 20.00731510000004], [110.29277250000008, 20.007045800000025], [110.29267800000004, 20.006816000000025], [110.29261130000005, 20.006575800000075], [110.29248350000007, 20.00615800000004], [110.29212780000007, 20.005353600000046], [110.29172700000005, 20.004480500000067], [110.29170280000007, 20.00442190000008], [110.29159420000003, 20.004183700000066], [110.29140520000006, 20.00376060000003], [110.29114950000003, 20.003019000000062], [110.29111520000005, 20.002953900000033], [110.29033240000008, 20.001368100000047], [110.29033240000008, 20.001302]]"
795,796.0,1,二级route 89's segment,[11],440.8436502500232,207,453,"[[110.29445448529412, 20.010344000000043], [110.29462840000004, 20.010344000000043], [110.29479330000005, 20.010352600000044], [110.29517410000007, 20.010372400000062], [110.29557780000006, 20.00926830000004], [110.29584730000006, 20.008491200000048], [110.29705750000007, 20.007855300000028]]"
796,795.0,1,二级route 89's segment,[11],440.8436502500232,453,207,"[[110.29705750000007, 20.007855300000028], [110.29584730000006, 20.008491200000048], [110.29557780000006, 20.00926830000004], [110.29517410000007, 20.010372400000062], [110.29479330000005, 20.010352600000044], [110.29462840000004, 20.010344000000043], [110.29445448529412, 20.010344000000043]]"
797,798.0,1,二级route 90's segment,[11],250.93410368047034,71,454,"[[110.30203774855131, 20.015020473235623], [110.30205100000008, 20.014994100000035], [110.30209520000007, 20.014867200000037], [110.30241970000004, 20.01279550000005]]"
798,797.0,1,二级route 90's segment,[11],250.93410368047034,454,71,"[[110.30241970000004, 20.01279550000005], [110.30209520000007, 20.014867200000037], [110.30205100000008, 20.014994100000035], [110.30203774855131, 20.015020473235623]]"
799,800.0,1,二级route 90's segment,[11],216.5204126412452,454,465,"[[110.30241970000004, 20.01279550000005], [110.30241970000004, 20.01279550000005], [110.30280140000004, 20.010881600000072]]"
800,799.0,1,二级route 90's segment,[11],216.5204126412452,465,454,"[[110.30280140000004, 20.010881600000072], [110.30241970000004, 20.01279550000005], [110.30241970000004, 20.01279550000005]]"
801,802.0,1,二级route 91's segment,[11],107.3882505627289,467,466,"[[110.30047220000007, 20.007739300000036], [110.30149290000004, 20.007852600000046]]"
802,801.0,1,二级route 91's segment,[11],107.3882505627289,466,467,"[[110.30149290000004, 20.007852600000046], [110.30047220000007, 20.007739300000036]]"
803,804.0,1,二级route 91's segment,[11],592.5951360544401,466,295,"[[110.30149290000004, 20.007852600000046], [110.30149290000004, 20.007852600000046], [110.30156940000008, 20.007858200000054], [110.30206850000003, 20.00789880000003], [110.30260300000005, 20.008017000000063], [110.30293320000006, 20.008124100000042], [110.30314540000008, 20.00817950000005], [110.30349920000005, 20.008205400000076], [110.30398650000008, 20.008220100000027], [110.30481190000008, 20.00825340000007], [110.30625430000005, 20.008135200000037], [110.30681640000007, 20.008061300000076], [110.30710233006957, 20.008009173820483]]"
804,803.0,1,二级route 91's segment,[11],592.5951360544401,295,466,"[[110.30710233006957, 20.008009173820483], [110.30681640000007, 20.008061300000076], [110.30625430000005, 20.008135200000037], [110.30481190000008, 20.00825340000007], [110.30398650000008, 20.008220100000027], [110.30349920000005, 20.008205400000076], [110.30314540000008, 20.00817950000005], [110.30293320000006, 20.008124100000042], [110.30260300000005, 20.008017000000063], [110.30206850000003, 20.00789880000003], [110.30156940000008, 20.007858200000054], [110.30149290000004, 20.007852600000046], [110.30149290000004, 20.007852600000046]]"
805,806.0,1,二级route 92's segment,[11],308.93803069381835,468,466,"[[110.30194370000005, 20.010244200000056], [110.30207470000006, 20.00882230000003], [110.30198830000008, 20.008597000000076], [110.30198040000006, 20.008449300000063], [110.30196080000003, 20.008272000000044], [110.30157950000007, 20.008272000000044], [110.30149290000004, 20.007852600000046]]"
806,805.0,1,二级route 92's segment,[11],308.93803069381835,466,468,"[[110.30149290000004, 20.007852600000046], [110.30157950000007, 20.008272000000044], [110.30196080000003, 20.008272000000044], [110.30198040000006, 20.008449300000063], [110.30198830000008, 20.008597000000076], [110.30207470000006, 20.00882230000003], [110.30194370000005, 20.010244200000056]]"
807,808.0,1,二级route 93's segment,[11],37.92261402065715,468,469,"[[110.30194370000005, 20.010244200000056], [110.30177670000008, 20.01036860000006], [110.30169111552453, 20.01048417464289]]"
808,807.0,1,二级route 93's segment,[11],37.92261402065715,469,468,"[[110.30169111552453, 20.01048417464289], [110.30177670000008, 20.01036860000006], [110.30194370000005, 20.010244200000056]]"
809,810.0,1,二级route 93's segment,[11],278.0708240745294,469,455,"[[110.30169111552453, 20.01048417464289], [110.30117570000006, 20.011180200000023], [110.30065120000008, 20.011834000000032], [110.30001186990756, 20.012412621629387]]"
810,809.0,1,二级route 93's segment,[11],278.0708240745294,455,469,"[[110.30001186990756, 20.012412621629387], [110.30065120000008, 20.011834000000032], [110.30117570000006, 20.011180200000023], [110.30169111552453, 20.01048417464289]]"
811,812.0,1,二级route 93's segment,[11],221.79505234546667,455,72,"[[110.30001186990756, 20.012412621629387], [110.29997510000005, 20.012445900000056], [110.29880370000008, 20.013834000000042], [110.29880370000008, 20.014009160784337]]"
812,811.0,1,二级route 93's segment,[11],221.79505234546667,72,455,"[[110.29880370000008, 20.014009160784337], [110.29880370000008, 20.013834000000042], [110.29997510000005, 20.012445900000056], [110.30001186990756, 20.012412621629387]]"
813,814.0,1,二级route 94's segment,[9],136.62645924722153,347,470,"[[110.29178840000004, 20.00734710000007], [110.29178280000004, 20.008575800000028]]"
814,813.0,1,二级route 94's segment,[9],136.62645924722153,470,347,"[[110.29178280000004, 20.008575800000028], [110.29178840000004, 20.00734710000007]]"
815,816.0,1,二级route 94's segment,[9],261.72175025641235,470,201,"[[110.29178280000004, 20.008575800000028], [110.29178280000004, 20.008575800000028], [110.29428770759242, 20.008580824447844]]"
816,815.0,1,二级route 94's segment,[9],261.72175025641235,201,470,"[[110.29428770759242, 20.008580824447844], [110.29178280000004, 20.008575800000028], [110.29178280000004, 20.008575800000028]]"
817,818.0,1,二级route 95's segment,[9],559.8361364538247,470,68,"[[110.29178280000004, 20.008575800000028], [110.29178810000003, 20.010469400000044], [110.29117680000003, 20.010470300000076], [110.29111200000007, 20.011887300000023], [110.29107870000009, 20.013031100000045], [110.29107870000009, 20.013035288752707]]"
818,817.0,1,二级route 95's segment,[9],559.8361364538247,68,470,"[[110.29107870000009, 20.013035288752707], [110.29107870000009, 20.013031100000045], [110.29111200000007, 20.011887300000023], [110.29117680000003, 20.010470300000076], [110.29178810000003, 20.010469400000044], [110.29178280000004, 20.008575800000028]]"
819,820.0,1,二级route 96's segment,[2],229.2266834431017,42,471,"[[110.30505180000007, 20.024392302439058], [110.30505180000007, 20.024349700000027], [110.30522030000004, 20.023915000000056], [110.30536960000008, 20.023529800000073], [110.30543320000005, 20.023365700000067], [110.30578710000005, 20.02245270000004]]"
820,819.0,1,二级route 96's segment,[2],229.2266834431017,471,42,"[[110.30578710000005, 20.02245270000004], [110.30543320000005, 20.023365700000067], [110.30536960000008, 20.023529800000073], [110.30522030000004, 20.023915000000056], [110.30505180000007, 20.024349700000027], [110.30505180000007, 20.024392302439058]]"
821,822.0,1,二级route 97's segment,[2],292.354149467152,474,472,"[[110.30596290000007, 20.021718600000053], [110.30592270000007, 20.021586600000045], [110.30586670000004, 20.02148440000003], [110.30578920000006, 20.02138960000003], [110.30562790000006, 20.02128700000004], [110.30542860000004, 20.021190000000058], [110.30451790000008, 20.020799400000055], [110.30359430000006, 20.020485200000063]]"
822,821.0,1,二级route 97's segment,[2],292.354149467152,472,474,"[[110.30359430000006, 20.020485200000063], [110.30451790000008, 20.020799400000055], [110.30542860000004, 20.021190000000058], [110.30562790000006, 20.02128700000004], [110.30578920000006, 20.02138960000003], [110.30586670000004, 20.02148440000003], [110.30592270000007, 20.021586600000045], [110.30596290000007, 20.021718600000053]]"
823,824.0,1,二级route 97's segment,[2],313.51274652200027,472,473,"[[110.30359430000006, 20.020485200000063], [110.30359430000006, 20.020485200000063], [110.30337290000007, 20.02040990000007], [110.30280100000006, 20.02019290000005], [110.30183280000007, 20.019865700000036], [110.30078580000004, 20.019492900000056]]"
824,823.0,1,二级route 97's segment,[2],313.51274652200027,473,472,"[[110.30078580000004, 20.019492900000056], [110.30183280000007, 20.019865700000036], [110.30280100000006, 20.02019290000005], [110.30337290000007, 20.02040990000007], [110.30359430000006, 20.020485200000063], [110.30359430000006, 20.020485200000063]]"
825,826.0,1,二级route 97's segment,[2],218.28096609036243,473,349,"[[110.30078580000004, 20.019492900000056], [110.30078580000004, 20.019492900000056], [110.29899320000006, 20.018840600000043], [110.29885450000008, 20.018753300000025]]"
826,825.0,1,二级route 97's segment,[2],218.28096609036243,349,473,"[[110.29885450000008, 20.018753300000025], [110.29899320000006, 20.018840600000043], [110.30078580000004, 20.019492900000056], [110.30078580000004, 20.019492900000056]]"
827,828.0,1,二级route 98's segment,[2],74.24019715133063,210,475,"[[110.2944590642504, 20.015201], [110.294512, 20.015201], [110.29516960000008, 20.015194200000064]]"
828,827.0,1,二级route 98's segment,[2],74.24019715133063,475,210,"[[110.29516960000008, 20.015194200000064], [110.294512, 20.015201], [110.2944590642504, 20.015201]]"
829,830.0,1,二级route 98's segment,[2],574.6955346727709,475,349,"[[110.29516960000008, 20.015194200000064], [110.29516960000008, 20.015194200000064], [110.29518070000007, 20.01529340000003], [110.29523070000006, 20.01537170000007], [110.29529740000005, 20.015400500000066], [110.29539190000004, 20.015410900000074], [110.29550860000008, 20.015403100000025], [110.29566150000007, 20.015410900000074], [110.29576710000005, 20.01541610000005], [110.29585600000003, 20.01544750000006], [110.29596440000007, 20.015484000000026], [110.29607000000006, 20.01557280000004], [110.29694300000007, 20.016589000000078], [110.29702630000004, 20.016685900000038], [110.29739570000005, 20.017097800000055], [110.29790230000005, 20.017651500000067], [110.29859210000008, 20.018410200000073], [110.29867500000007, 20.018617600000038], [110.29885450000008, 20.018753300000025]]"
830,829.0,1,二级route 98's segment,[2],574.6955346727709,349,475,"[[110.29885450000008, 20.018753300000025], [110.29867500000007, 20.018617600000038], [110.29859210000008, 20.018410200000073], [110.29790230000005, 20.017651500000067], [110.29739570000005, 20.017097800000055], [110.29702630000004, 20.016685900000038], [110.29694300000007, 20.016589000000078], [110.29607000000006, 20.01557280000004], [110.29596440000007, 20.015484000000026], [110.29585600000003, 20.01544750000006], [110.29576710000005, 20.01541610000005], [110.29566150000007, 20.015410900000074], [110.29550860000008, 20.015403100000025], [110.29539190000004, 20.015410900000074], [110.29529740000005, 20.015400500000066], [110.29523070000006, 20.01537170000007], [110.29518070000007, 20.01529340000003], [110.29516960000008, 20.015194200000064], [110.29516960000008, 20.015194200000064]]"
831,832.0,1,二级route 99's segment,[2],152.1485058992013,476,472,"[[110.30306410000004, 20.021759600000063], [110.30359430000006, 20.020485200000063]]"
832,831.0,1,二级route 99's segment,[2],152.1485058992013,472,476,"[[110.30359430000006, 20.020485200000063], [110.30306410000004, 20.021759600000063]]"
833,834.0,1,二级route 100's segment,[2],231.19540144541605,478,477,"[[110.29830390000008, 20.020122100000048], [110.29946870000005, 20.020519900000078], [110.30039390000003, 20.02080460000003]]"
834,833.0,1,二级route 100's segment,[2],231.19540144541605,477,478,"[[110.30039390000003, 20.02080460000003], [110.29946870000005, 20.020519900000078], [110.29830390000008, 20.020122100000048]]"
835,836.0,1,二级route 100's segment,[2],298.49660612540305,477,476,"[[110.30039390000003, 20.02080460000003], [110.30039390000003, 20.02080460000003], [110.30306410000004, 20.021759600000063]]"
836,835.0,1,二级route 100's segment,[2],298.49660612540305,476,477,"[[110.30306410000004, 20.021759600000063], [110.30039390000003, 20.02080460000003], [110.30039390000003, 20.02080460000003]]"
837,838.0,1,二级route 100's segment,[2],182.55931410920252,476,43,"[[110.30306410000004, 20.021759600000063], [110.30306410000004, 20.021759600000063], [110.30255950000004, 20.023279600000034], [110.30255950000004, 20.02332917307694]]"
838,837.0,1,二级route 100's segment,[2],182.55931410920252,43,476,"[[110.30255950000004, 20.02332917307694], [110.30255950000004, 20.023279600000034], [110.30306410000004, 20.021759600000063], [110.30306410000004, 20.021759600000063]]"
839,840.0,1,二级route 101's segment,[2],151.63444862432206,473,477,"[[110.30078580000004, 20.019492900000056], [110.30073000000006, 20.019615000000055], [110.30039390000003, 20.02080460000003]]"
840,839.0,1,二级route 101's segment,[2],151.63444862432206,477,473,"[[110.30039390000003, 20.02080460000003], [110.30073000000006, 20.019615000000055], [110.30078580000004, 20.019492900000056]]"
841,842.0,1,二级route 101's segment,[2],186.78141405508507,477,44,"[[110.30039390000003, 20.02080460000003], [110.30039390000003, 20.02080460000003], [110.30027400000007, 20.02133390000007], [110.30012720000003, 20.021770300000025], [110.29992554975485, 20.022424343084424]]"
842,841.0,1,二级route 101's segment,[2],186.78141405508507,44,477,"[[110.29992554975485, 20.022424343084424], [110.30012720000003, 20.021770300000025], [110.30027400000007, 20.02133390000007], [110.30039390000003, 20.02080460000003], [110.30039390000003, 20.02080460000003]]"
843,844.0,1,二级route 102's segment,[2],278.0212956804451,45,316,"[[110.31200230000003, 20.02794293792137], [110.31200230000003, 20.027850200000056], [110.31204480000004, 20.027787000000057], [110.31339030000005, 20.02582640000004]]"
844,843.0,1,二级route 102's segment,[2],278.0212956804451,316,45,"[[110.31339030000005, 20.02582640000004], [110.31204480000004, 20.027787000000057], [110.31200230000003, 20.027850200000056], [110.31200230000003, 20.02794293792137]]"
845,846.0,1,二级route 103's segment,[2],528.1463109271223,471,315,"[[110.30578710000005, 20.02245270000004], [110.30677730000004, 20.022905400000024], [110.30722450000003, 20.023073400000055], [110.30750470000005, 20.023153700000034], [110.30789910000006, 20.023270900000067], [110.30813830000007, 20.023356900000078], [110.30851600000007, 20.02350800000006], [110.31044750000008, 20.024280600000065]]"
846,845.0,1,二级route 103's segment,[2],528.1463109271223,315,471,"[[110.31044750000008, 20.024280600000065], [110.30851600000007, 20.02350800000006], [110.30813830000007, 20.023356900000078], [110.30789910000006, 20.023270900000067], [110.30750470000005, 20.023153700000034], [110.30722450000003, 20.023073400000055], [110.30677730000004, 20.022905400000024], [110.30578710000005, 20.02245270000004]]"
847,848.0,1,二级route 103's segment,[2],43.66261877206865,315,479,"[[110.31044750000008, 20.024280600000065], [110.31044750000008, 20.024280600000065], [110.31085100000008, 20.024382900000045]]"
848,847.0,1,二级route 103's segment,[2],43.66261877206865,479,315,"[[110.31085100000008, 20.024382900000045], [110.31044750000008, 20.024280600000065], [110.31044750000008, 20.024280600000065]]"
849,850.0,1,二级route 103's segment,[2],310.06525002949473,479,316,"[[110.31085100000008, 20.024382900000045], [110.31085100000008, 20.024382900000045], [110.31339030000005, 20.02582640000004]]"
850,849.0,1,二级route 103's segment,[2],310.06525002949473,316,479,"[[110.31339030000005, 20.02582640000004], [110.31085100000008, 20.024382900000045], [110.31085100000008, 20.024382900000045]]"
851,852.0,1,二级route 104's segment,[2],434.97802791676924,316,480,"[[110.31339030000005, 20.02582640000004], [110.31688720000007, 20.027949700000033]]"
852,851.0,1,二级route 104's segment,[2],434.97802791676924,480,316,"[[110.31688720000007, 20.027949700000033], [110.31339030000005, 20.02582640000004]]"
853,854.0,1,二级route 104's segment,[2],410.7809611267306,480,324,"[[110.31688720000007, 20.027949700000033], [110.31688720000007, 20.027949700000033], [110.32027220000005, 20.02982940000005]]"
854,853.0,1,二级route 104's segment,[2],410.7809611267306,324,480,"[[110.32027220000005, 20.02982940000005], [110.31688720000007, 20.027949700000033], [110.31688720000007, 20.027949700000033]]"
855,856.0,1,二级route 105's segment,[4],236.7475892882002,427,442,"[[110.32765290000005, 20.031170400000075], [110.32699490000006, 20.03201710000003], [110.32630100000007, 20.03287910000007]]"
856,855.0,1,二级route 105's segment,[4],236.7475892882002,442,427,"[[110.32630100000007, 20.03287910000007], [110.32699490000006, 20.03201710000003], [110.32765290000005, 20.031170400000075]]"
857,858.0,1,二级route 105's segment,[4],88.85524618323443,442,437,"[[110.32630100000007, 20.03287910000007], [110.32630100000007, 20.03287910000007], [110.32581500000005, 20.033534900000074]]"
858,857.0,1,二级route 105's segment,[4],88.85524618323443,437,442,"[[110.32581500000005, 20.033534900000074], [110.32630100000007, 20.03287910000007], [110.32630100000007, 20.03287910000007]]"
859,860.0,1,二级route 105's segment,[4],254.13813631901735,437,53,"[[110.32581500000005, 20.033534900000074], [110.32581500000005, 20.033534900000074], [110.32559190000008, 20.033817400000043], [110.32482110000008, 20.034793200000035], [110.32449590000006, 20.035187500000074], [110.32449590000006, 20.03540729070801]]"
860,859.0,1,二级route 105's segment,[4],254.13813631901735,53,437,"[[110.32449590000006, 20.03540729070801], [110.32449590000006, 20.035187500000074], [110.32482110000008, 20.034793200000035], [110.32559190000008, 20.033817400000043], [110.32581500000005, 20.033534900000074], [110.32581500000005, 20.033534900000074]]"
861,862.0,1,二级route 106's segment,[4],128.79056058800504,424,438,"[[110.32839310000004, 20.03223790000005], [110.32857230000003, 20.03236130000006], [110.32873740000004, 20.032474500000045], [110.32890380000005, 20.032585400000027], [110.32906750000008, 20.032694400000036], [110.32922690000005, 20.032799500000078], [110.32939550000005, 20.032912100000043]]"
862,861.0,1,二级route 106's segment,[4],128.79056058800504,438,424,"[[110.32939550000005, 20.032912100000043], [110.32922690000005, 20.032799500000078], [110.32906750000008, 20.032694400000036], [110.32890380000005, 20.032585400000027], [110.32873740000004, 20.032474500000045], [110.32857230000003, 20.03236130000006], [110.32839310000004, 20.03223790000005]]"
863,864.0,1,二级route 106's segment,[4],196.42119570713243,438,428,"[[110.32939550000005, 20.032912100000043], [110.32939550000005, 20.032912100000043], [110.32989360000006, 20.033244800000045], [110.33055550000007, 20.033669000000042], [110.33081990000007, 20.033306400000026]]"
864,863.0,1,二级route 106's segment,[4],196.42119570713243,428,438,"[[110.33081990000007, 20.033306400000026], [110.33055550000007, 20.033669000000042], [110.32989360000006, 20.033244800000045], [110.32939550000005, 20.032912100000043], [110.32939550000005, 20.032912100000043]]"
865,866.0,1,二级route 106's segment,[4],6.2935582252890425,428,481,"[[110.33081990000007, 20.033306400000026], [110.33081990000007, 20.033306400000026], [110.33085630000006, 20.03326130000006]]"
866,865.0,1,二级route 106's segment,[4],6.2935582252890425,481,428,"[[110.33085630000006, 20.03326130000006], [110.33081990000007, 20.033306400000026], [110.33081990000007, 20.033306400000026]]"
867,868.0,1,二级route 107's segment,[4],736.0303060720108,482,229,"[[110.33101660000007, 20.033060200000033], [110.33044570000006, 20.032658700000024], [110.33166990000008, 20.031342600000027], [110.33166520000005, 20.03126190000007], [110.33163580000003, 20.031147300000054], [110.33151800000003, 20.031032700000036], [110.33061510000006, 20.03019880000006], [110.32944410000006, 20.02940190000005], [110.32859630000003, 20.02882490000003], [110.32826433333331, 20.02882490000003]]"
868,867.0,1,二级route 107's segment,[4],736.0303060720108,229,482,"[[110.32826433333331, 20.02882490000003], [110.32859630000003, 20.02882490000003], [110.32944410000006, 20.02940190000005], [110.33061510000006, 20.03019880000006], [110.33151800000003, 20.031032700000036], [110.33163580000003, 20.031147300000054], [110.33166520000005, 20.03126190000007], [110.33166990000008, 20.031342600000027], [110.33044570000006, 20.032658700000024], [110.33101660000007, 20.033060200000033]]"
869,870.0,1,二级route 108's segment,[4],273.96079717374084,431,483,"[[110.32729290000005, 20.03551660000006], [110.32730450000004, 20.036210900000025], [110.32739880000004, 20.03659490000008], [110.32761890000008, 20.036905100000023], [110.32801190000005, 20.037185700000077], [110.32846930000007, 20.037510700000052]]"
870,869.0,1,二级route 108's segment,[4],273.96079717374084,483,431,"[[110.32846930000007, 20.037510700000052], [110.32801190000005, 20.037185700000077], [110.32761890000008, 20.036905100000023], [110.32739880000004, 20.03659490000008], [110.32730450000004, 20.036210900000025], [110.32729290000005, 20.03551660000006]]"
871,872.0,1,二级route 108's segment,[4],182.2101454783181,483,430,"[[110.32846930000007, 20.037510700000052], [110.32846930000007, 20.037510700000052], [110.32897780000003, 20.037871900000038], [110.32971810000005, 20.03839780000005], [110.32986060000003, 20.03849900000007]]"
